acc_no,hash,length,gc,strandedness,moltype,is_refseq
MK279866,80152a85b8a2964e12a0de633a0766a3dc837c7ca2c0f62f46108fc25bea8fc9,68791,66.49,double,DNA,False
KR093653,b83160bc3ceb1b4373a76000f31f7ddd02468fbf7b3e170acb7dd7ee40b7d50e,34549,42.23,double,DNA,False
KX449363,74cc3f39466c7dba95a10c0b447a03355d8ba60cbe8e93ec0db06e1e474c4374,39136,57.89,double,DNA,False
MK373792,b8bbf4449d7ef3216deb01684fde5a7061ca88b14110e158e92b74872a091963,124537,38.61,double,DNA,False
GQ919031,9d1bdee49ab8294c403cb257f6c6c32e3fec6f6b40fb42275ce285ecf833a41c,90435,69.47,double,DNA,False
KU160674,bb227584edb4801f098d546221d4da6d74d4b56134b348a9c04c863475da8041,15524,60.23,double,DNA,False
NC_028745,48d1da5462e58d47a346826dfc904f7a59ef1febd172df49bddb214bf30f29ba,66103,54.92,double,DNA,True
NC_049822,1b5b903f9f6adceed59091f2b2b7b93037d3e5c310340033f34dd8951d059972,51739,44.02,double,DNA,True
MK249142,a26901701ebdd5374af64396d176f1f1d160bb6c19c7329e609dbcd89227db74,4689,52.87,double,DNA,False
MT776807,ffca36b409a6f38fb9a5a9c44dbf69ad492d5e287712279b01c7f157e1d413d2,17444,68.75,double,DNA,False
NC_048768,eb13ab9fcb6bcad47f30d44cd4a6ffcde7db54a61877d9a98a87eaf9e382f268,76261,58.58,double,DNA,True
NC_054444,d1b46435c38a03d035c23f43d2fb1ef929bb5cb39c9dd5a4ba21c1b4662cda3e,44739,69.01,double,DNA,True
MN234206,a9f7b968ff7219933bf3a52942ea2764af782aaf174cd93b36a66743ade9dfbf,173709,53.07,double,DNA,False
MW042787,3a4fc421afb63c7637b4f8f6f0f05130bdd0c23460dce7374eafc601fdc81fb3,40967,52.97,double,DNA,False
KP057620,12c833b041819cfe4f097066f97709bbb5596d6f191a194633e765e03347ee0b,51370,63.92,double,DNA,False
MN428056,cf61e847ff8065bec18989e95c67f461afaab6eff93dee80053a8608bdb8d905,64817,63.37,double,DNA,False
MW355469,f9681dcf5defa6140bc8ee77bfdb581415422be838c87ccd830edac6bb7c5179,42663,49.84,double,DNA,False
MT732455,82d1d8a924440fb15a9290081c9dcab0f05fc5fabec7d8a56597395ddd10da7c,124898,36.19,double,DNA,False
MZ318363,5a2293b89db0803480783f76c0f3ec3412a3a2d1f1cf7676e2dde3596029cf01,36942,48.47,double,DNA,False
NC_027337,6442135b4fd3e83fb707071bbf19393f057a8edf27109000c2432b4d14b4e449,88403,38.94,double,DNA,True
MN729597,af78a9f9d56137c2a246c569ae782dbe348b578011ec3a016129c16705676fd9,40882,57.30,double,DNA,False
NC_055850,ca730ac4e22f87657862ccb28f5904a3458566b191dd3aeaf3b6ec7c87c928d0,127684,40.09,double,DNA,True
NC_054904,7ae0282d3624dab28a1233a8d5f082ecdefce2c6956c3ab3427c730bb55619d9,165549,35.55,double,DNA,True
NC_054953,b01d513c9315066dc4368c6fdb54e36d8ea2518d953b5d127f2eb41240b5ffe3,55145,65.27,double,DNA,True
NC_012558,61e57fe54e2d2c0680ec857a96c63f93ace1901aa99e0d6f7198855b5cd23a23,7048,54.19,single,DNA,True
LC623721,42e8d420a4b1321a13e7f01f81a17f369e997aa20f4685cae63ba01859e02183,38749,34.78,double,DNA,False
MK373786,740a8647b72aaa3c703e8058c83221d28af5347958df092833812611ad94b72b,167317,35.36,double,DNA,False
KX349324,6f3690b34fd86f574ad007507f60970540283d7233673c1e66d8d39275c2245e,176285,39.56,double,DNA,False
KT246485,623b6bfd2dcaf3f55741fc7db77018ace76fc62653307aaf01e1150a112a2fcd,53790,67.51,double,DNA,False
MK249158,79c7a212236643e2b02573d213981fe2a2134fb6ff98899313fcecad8f43f1fd,4633,47.87,double,DNA,False
MK765635,9268ee23d5d474a6725408c17111cbc3b8ee1ca3c23e3938816d3e914b114fd6,5853,59.05,double,DNA,False
MH707430,21f7be78654449d2a03b6e58e24df04f1d1177bf77e179d164f031db76fc8c76,55455,39.92,double,DNA,False
MN794001,17173fa501d6e4a8645b1f05c4e487cb37c921af5989f28f7e5df35e8c1f6263,43784,53.83,double,DNA,False
MN379630,4c173024e29292bf38d42f274a052439f435846c5e1a754cee8a11bb43d1c704,5765,51.62,double,DNA,False
MK903280,7035632370a891aa1c3c44d3bcf15beb9ee99d6050caff2f71de06103e4194a3,42612,59.98,double,DNA,False
MT657335,b82bd9c53c6feb035b4f255b6bb423911f80322487231c26c05ad804569088be,60762,70.51,double,DNA,False
MH450120,6b63ea27a9838298e6431abd1c1d7850afbbaa94d52eb107e2b90c7b43e21106,57847,45.39,double,DNA,False
KX576645,415603ff4a2022afec5d2a529ffb5e3b46cf8eec862c57c9b48e6683baff0516,68637,66.37,double,DNA,False
MK279861,e4a927c5d1eed0915095b61ad79a0a8d8acf1ebdd6f22f76e08b00fb6ce161f1,68664,66.44,double,DNA,False
MN096373,00d0fc45d02e2e8db64f08b0297488c87f1891b2472fa64f5cd5d392211bc3fd,51517,65.69,double,DNA,False
MK170160,ab9cfe4291c2dfc5aeae5185c4107eb90e7751173e73cb5f49544d36c5ff3b21,101770,37.49,double,DNA,False
NC_028791,679f8c01706bb949bfb92a2fed73026348f3c7d02c140b6bb9a163271d9b8ff1,44492,68.58,double,DNA,True
MW822144,9d353ed6838cef41b30cd0de4947f57532525072123fd0a38096f56671831f41,82521,63.99,double,DNA,False
MZ230997,7ae55093a9b102e880273de713ef0d7c3b253c8baae57cd513f43cfee13f8777,10594,47.33,double,DNA,False
MW824412,4ac9ff3d0f0c1b7f1e171a0947a24a25861fd27ccf2918fcdc7a287329d024ab,46023,41.91,double,DNA,False
NC_049959,3235c3a1514b1c7f3cb5c86b017761bc853d160fb6b2aa4b6ea7080d85605607,26054,30.44,double,DNA,True
MK907261,8c5dad4f280318bb5b9ee4b21fd2bc1c10f3492d6f512664eb189a5d7c1efa0c,44219,44.40,double,DNA,False
MF140417,d38f9f8aa4e1fc2b34dfac786224622111d05a4a7b8883c197ee6a82c6d64335,15521,60.18,double,DNA,False
NC_054976,ddc5814a6f05c5ce2b37ec46b18e31e0bd199afeac480eee28a194e1e8f6a403,42414,33.96,double,DNA,True
MN908689,5a13b9e032f549a94b0fff5473886b0ada4bb72b33682d7cf978750d004ff2b6,42622,66.47,double,DNA,False
NC_054650,aeb90e52f3dbf767d005cdb03e9e66f0ef18c9fff95de9f0140ecfa590081a91,44605,46.52,double,DNA,True
MW507133,84f124f11817dccb29e2f6ae97acb838e0174e2b2bb66ca3338866de6f9247ac,75686,59.29,double,DNA,False
LC616063,7a79e7a93e03cdef4cc0921d8196cda555181ab0e8413436383944c41b39bb60,65443,49.57,double,DNA,False
MK448765,000343598d0682bfb6c6f603d116dac0009be4c7f8b07c3bdca2bb57a1613184,39014,38.21,double,DNA,False
NC_024143,7e9ef43a624e3f2bb67354b5a176a9a5cfdd451461b6c962bbc4125fa90f8457,53255,63.66,double,DNA,True
NC_024367,f945bb7823cea96bb74a1d8373981d491dc1a25157cba4221a6f1f0e58e7b0a8,75028,49.26,double,DNA,True
KU522583,c7883349ea7d350fd4d42798edee2843747aceff0ef357235caa74e3fc51e181,146647,37.47,double,DNA,False
MF288917,15be76b1e5023f4fb3af1e8a5a2b521f828871e88416094f49715aa2e73fe00b,162281,38.64,double,DNA,False
MK448872,da5fb397e0dcad6a6edc5054051a3e8e712fb557fdaacc6ee0ca471f9a66e3cf,34653,43.39,double,DNA,False
MN032614,210523fc4448d98c59fee293a8aceea6854176c73e01aff2a7604df6efc049db,237367,38.79,double,DNA,False
NC_004927,6cb4ded151314e26ac0c4ba611fafafe035e00798d4286bc701e0d2871bd63f2,75898,55.79,double,DNA,True
MT118297,1006f348f9e22b6d6ae4f36be3f70b8e52a1146b9161de3fce8bb3e4157e7cdb,66505,55.62,double,DNA,False
MN734436,7eec04104bc0f28c6c32fa188f43db53137707c93ccb9b3921ff0c983503da4e,52229,57.42,double,DNA,False
MK392365,8f3a2684223fa0f17874eca0d894256fd1381586f32c0fd6175d45283e80abac,52490,67.72,double,DNA,False
MZ826348,71f056f1291e73742e770708ce65a9c1a9e456246e6c1e715c2fd7e5741ea91c,40502,57.26,double,DNA,False
MZ322895,f24556d52a22f8cc401544e78be115b6b763700ae8b840248efcb02118c96edd,174826,41.89,double,DNA,False
NC_055803,69df0d6925931e6492b5c0a9fc4e25305117d491f8af886af197c265473a0393,59400,67.45,double,DNA,True
NC_026599,2b72dfe1968a5fa2d072a9ef23a94a6b230e5196bfb67c370d3395a38e56329f,45808,52.35,double,DNA,True
NC_047988,eded83fad937bb50fa6e34a9df218d0dce22aeed31bcde7ee8908226f9f12716,54148,68.53,double,DNA,True
NC_049340,55ee8130b19ac18c581c0e649d47b73db65ce489ef2ac13374ebe1719b55f60c,224680,29.74,double,DNA,True
NC_049485,aad27576a20a3406d398b5bf3c3691e46c8fbe6050bcda04fc8992dff404e9ff,32653,34.48,double,DNA,True
NC_051699,3aba20e737e4d3a7e56437629b3992ef952a22015cd2fcac3ea1305c021d630c,58666,61.49,double,DNA,True
MN586015,6a1bbc16821fe4992832a793be92ec732862c9d309077f5d9cb314e20e4c8479,48123,60.13,double,DNA,False
NC_027997,5e3d232d70f1afa883ae04d5c236b4678295f0c2e5fbda50db6f8f4ea9871a94,177534,27.36,double,DNA,True
MT375530,25c20de2887db59d2f388f25c0e9f0abda945641b9f4ae83fbf8378d10e3d666,41529,34.14,double,DNA,False
MH598805,6011094998b738f0dcaa8aad2b88768ae4d89da6d29430da6aa19f4f2cd1363e,41323,35.49,double,DNA,False
MZ501263,6ab25bc161e973107542f2e2488d66468575a4257327a00fac29a1ee6625e7ad,161640,42.01,double,DNA,False
MW960033,72a209a340806b4bc87835cbedea376d976ebf285e15220bc0cd800251280396,55597,58.92,double,DNA,False
MW824384,b0409c456ce1e8a804ed69e15d993c1d5304c6c3ea692bc695605fb91c888f5e,52283,42.73,double,DNA,False
MZ747509,7d0a395485a0f8e6b757b61ea0a683a2f37d47f2ae600fa669265be6aa67301b,51333,63.83,double,DNA,False
MW824391,3c41a4ac99fa555d9805f18877fa8c513a23fb4e2be2b01b9783f10692b0e351,37921,43.90,double,DNA,False
MZ681509,941c9a094ed0c2ae906766b7199b2f7b53b0bd3a482be98189eee76240b56f86,46221,66.62,double,DNA,False
MZ326862,35ff77b42f8474f50241a06d007912491ca984105da14d25a3bbe9f75257de5d,95728,58.47,double,DNA,False
NC_061449,5a32a86fd26ca823b4e089f9f38e0dd2aeddabbec1bbc880121328dd25a22b9e,263916,49.00,double,DNA,True
MZ592920,baf2dafa4e9154f6abe08f9477d85b7287105313ab343077e8cf2f4dd58046da,43859,47.22,double,DNA,False
OK085710,eec3172f92f3f83320b4ab8cd68b39f77702e15275279c79a80720274731f86d,56975,70.12,double,DNA,False
NC_062763,0d43425e89518947a81c3ec44fd7774dcbaa8bc74e4701e7efc232cee59f5df3,75181,56.71,double,DNA,True
MZ622160,48c216942ae34023f8276ebba157d4cee855c04644e30a3d24d4a0dc594f6937,46175,60.67,double,DNA,False
MZ751040,f603bc355a393e05ef233e1c51ad2ea27a82ba24009b022c35870416a2729051,147298,40.56,double,DNA,False
MZ747517,5e60eb99c69eba0d590213e0c99703a29074dbf39d0ecb3f79b00497784116ba,52626,63.68,double,DNA,False
MZ648032,3765da0accc886a5c237bdb1284c980d54cd61fa4da080c089c92e7b1cef415e,51594,65.69,double,DNA,False
OK275495,0e6457c441483279efe47bf5635b2740c65a6a0bf156682926976fec18cd7f86,45281,61.58,double,DNA,False
OK258139,0f47b1341fd8be78890aca01697ad5be4f86b4efd8ba3f11ee3a5da1277bb1c4,97989,49.05,double,DNA,False
U82084,e84401e855ec83b0ec820acc01ac8dcd947d84dfc2d76e4c5389c1a6ab147f07,3068,49.90,double,DNA,False
LC629457,b7eb1284369bc4717222a668039728b46758c929e784ff16db78f5bfb19ed8c9,189560,40.47,double,DNA,False
LC585292,9cc6a1e584560e419c67b69fa063a2f0eeb0e7920bb51f1f558b06e1cdb9f93e,42201,59.18,double,DNA,False
NC_034624,0bbe030d1d481ced4837d27fe13c8798d8806abfaa4e70d3c15c080e723b295b,33356,25.80,double,DNA,True
NC_042348,bd97a5b71ffa8a985adcb417a366fbd766a5d3279137d0d41b4f5f22ab918a6d,35883,64.66,double,DNA,True
NC_048808,fdef4ddfec15436750957ab2a225bf15de680ec74db710d5153006c94374999d,111039,40.05,double,DNA,True
NC_048001,6b8294b9572fc593b09c4c696873c2839425cf05badf071589c475384bd7732f,109306,39.02,double,DNA,True
NC_042136,eca2e1b3a63dcd7a93fc13f1aefe5fbd37d665096ed54bf485b2fe964c5230bc,236053,43.26,double,DNA,True
OM638608,bd62533da60e8501d9e2c2f575bef92aec15217949b09bbfb3b20095b9328812,38803,63.89,double,DNA,False
MW794143,4539994ba1a46bddffab67beeedfb32288a96c499097174cd040d14e914113ac,130459,36.97,double,DNA,False
MW794148,44f711cc77701d1d8d4625863541438d49b9af8a730f64ad0eb82e5fdf94bd69,130447,36.97,double,DNA,False
CP062451,c24209eb8aa11445bdefc31cf1ca2a49487fae20edadd0e0e5565fe7f2ec34bf,43194,33.97,double,DNA,False
OM046625,2b34d1b06cfd19701be8f4e79df6702f3e002b11d73fd80155833d9aef7f3354,43849,47.03,double,DNA,False
OM046622,60ff7982f59d1662d0adbbc5ff01ea638c9deb9bab26768c9e8f9e506b9b7141,44903,46.93,double,DNA,False
OL770261,ce11d3bf1409ff84b44180af05e9f7dd4b3ccc001df765ee6e664bf50dc417b4,165480,36.72,double,DNA,False
OM892879,ca13cea43e9c7f01413208a1176c4cf0f4e94a8d6002d3f344ed608148df6551,54921,60.68,double,DNA,False
JF917095,88a3a6405d38702f04fa65b3e42e0bef8623e6e4ed61f7f12c6aef280b6f2b9e,21592,49.46,double,DNA,False
NC_012092,f52300c51abdea0d26df9376784a438b2d5cf96f0b1cfe10484c9d6319aa1261,3606,53.94,single,RNA,True
NC_003715,3953b7918ba932dd28e2f4af535b4d6189a1f217dc7d60b78bd3a565f2d64cb8,6374,55.52,double,RNA,True
LT985571,a9f3809ebd4ef2a176fab00674934d8fe138263da79a41601a07baca5d41bc1d,24589,36.11,double,DNA,False
MN988461,d6aedfc6a62d32e473f456a99720c32897fa774275313c3ebfe93cde707ea857,60894,56.24,double,DNA,False
MK448340,82645163be92e6d67fb3423856dc41cd98a2822cf1916d35677572c8e2cbd999,12209,36.27,double,DNA,False
MK448324,d1bff26f59c965230627dc2acebd8bed45979c356318f6983df58ace3fcb2094,19471,35.63,double,DNA,False
MT074154,fac68d8d3f8ce0afd1000438e49b468083f9d0634ad9dc6803c4ee0aa02e192d,38138,46.16,double,DNA,False
MT074153,f72e32ba4395c03dded97f71687cf9429aef36584afd0962af3dcce4ca0bef91,38150,46.18,double,DNA,False
MT074134,f78b4392926d3cea2205e228ace93b8981d6ef299d3e83741508247e1075ba33,37476,46.60,double,DNA,False
NC_021330,7833dfb729e79471401b2463421cf028181a37ca6441f7b20c2b9519d9b4e5d1,103257,56.96,double,DNA,True
KU708005,b758e3b2bb7d999a2ae90d731636b701c32553c88f9be3ad21182441c853426b,16812,58.90,double,DNA,False
OK172329,9e66e03f0a6432fb0e600fca33d330308dd22ebc3982af4e5484828c9565361d,50121,47.96,double,DNA,False
MK448621,4fff7a0b18239bec56de5a28ab432e3ac30c2234a4ced210d7b00bd2bc5e0bbe,12065,37.09,double,DNA,False
MK448574,024c5b0f5ce1642ffe410fc2a627c986a57c2dd076c8163846f740e077da8a38,7630,37.54,double,DNA,False
MK448565,3e3076935880bca1c14ab6242bb69b369394f19c952539ac568f6d0458e0b265,8057,37.25,double,DNA,False
MK448549,e1e419840b6b3ecb03dbd5981cd71657fa562fdd71e41ce789072b6f03b9a1b3,13799,36.50,double,DNA,False
MK448534,054cdc78b7fa31874958a841cfb8df5704a6ee5ee17e700314d878b3a266c0c5,9720,40.03,double,DNA,False
MK448498,9042ff24262e11c66296685876ab89b6f18bbd15a277f5d5686b8d91ab175cfe,12949,38.67,double,DNA,False
MK448493,f2bc47575abdcf444a93be3769cbeec2ee8fac971e113a64cc8088a70b923a69,9035,37.12,double,DNA,False
MK448435,7d7ff07142314dd0336ca922e8ac6e9fd1cba81f7ed50541fb36f3814c91bdfe,14024,39.02,double,DNA,False
MK448429,8962e33a3d8f4b458aeec192aadc6ab84ac2af4a9d56630f926abaf4b4d70165,15903,33.21,double,DNA,False
MK448420,4e5b63f764f7521088dd61bb4eb37ac72722038c19df8cc2cfdfc830698b7d19,14007,38.68,double,DNA,False
MK448415,92ba3c9192dcb51e07907fef31956edf6cb10f768dc74cf1e2f9a64b3d58d267,12024,38.55,double,DNA,False
MK448391,54fb5880a66f02c4517f9a06ad5e80fd3e670e0c3b6f6144c80fc77c45cc85d6,11158,37.96,double,DNA,False
MW358880,8ed9531117721f5c06041c044c46d29a7621ba9cf4990e658119917409a27334,24404,22.07,double,DNA,False
OM439663,e991eb88cc2f453043df5701fce0e67c0a396589f33381d87abde21c7bb7665b,43134,34.75,double,DNA,False
OM439670,64a329ee2ad8754ca1db6aa33193afef7b5f95b705d03349c95957700df84a0e,43321,33.91,double,DNA,False
MZ456352,8aea203043b277f8398d66a4139cc193e7564f42afdbed2be2aa3a35d06c8e96,111792,38.05,double,DNA,False
LC680884,b938eb663eaeb27ec0ea5a2e5b7038b4c4c200b9a2bfd883d32c10d23891c585,252136,27.71,double,DNA,False
OM439666,1710cc9702b3cee28725d344b9346c4ae7fefd3f1ca61cf28606b118bcea2a16,42397,34.08,double,DNA,False
OM131411,a92969cb604fb5295130051b55da6e0e2bfb38ccd9db9f6671586956bd074697,40763,56.39,double,DNA,False
OM339718,361ed015b984e2dc95d84cfd49a8e88e7a178d009c3a39c1e728f0aa8cfe1b3d,228236,38.80,double,DNA,False
MZ436628,067220f50e57324023e3e2ac010908e23f28480dc774cf392d2bd25673333108,39679,66.60,double,DNA,False
OL742562,a0181116a068672416e35287bc9c1c638bfbd84cf45a4f1f9bca575f2c57f5bc,41712,67.85,double,DNA,False
OM033135,9961fd82fb10f2dc6bfde48673b2d463eb0c041d91c23d1bd315fbb90b3c7fe2,115393,35.99,double,DNA,False
OL960574,f82e06b4f15e1d4e75868aa7f9825a8dd6958dfc3b42094164e46b9d25013ff5,53673,44.06,double,DNA,False
OM283127,ac609df3728afcf7dab0e6ccb71b28e00d7223f06e4b789a3c9e968296413814,61182,65.44,double,DNA,False
OL310488,f2303556d33dbcf4918ea5f5c3d70e9fb9a1eb9c2a3a22768eca1064636b0daa,167718,35.40,double,DNA,False
OM203160,557449552787aaf68702725e137e4436643857ebc7060d760744c962e7a623e0,45413,66.61,double,DNA,False
MZ634348,d1992c9e9ad731e4e65a1e580ad34119e7a2e0316a9489ae67c1d58a20032826,51637,51.77,double,DNA,False
MZ602147,6a106396591f5199f2d8f6451efe8f44933fb600d97d065d8884235af76fd2e6,141994,44.62,double,DNA,False
MW512572,208886e81facf2c85040753abec45b3f6009a8ec39796ebe130509ea834911fb,31394,29.81,double,DNA,False
MK448586,8b2d3ddd03fff7412fed4d8b1ac48c3cda356384b10d64900c41375a4bffffd5,12912,32.26,double,DNA,False
OL441337,98457937cee96ee53944bd7d35c2ddad398e4f6a1d64691485947ef790d94ec8,45938,52.53,double,DNA,False
MW147603,4485255a55662219b938fa80ca53dd465aa07f75ab4b059c9565f8eb44ec0062,39459,48.77,double,DNA,False
LC644974,1990208c5537cef43465686322c72ebcef256456c7cd2fa625caa1ccaad9821a,51977,62.19,double,DNA,False
OL539727,c3b3a68f685d6b48ffc0083034c0e3c85e1ea61b1795d7f86cabadd68999280d,45805,50.23,double,DNA,False
MT515755,c6ad4ea48010a24f5d701fb3b5d11acfa0bb6283ec219dee29cda01c5193ffe1,165778,35.46,double,DNA,False
MZ506873,537a8f6897d4e0b9d1722fec12b934e7abb6d98371389861e91e1fa995b4965c,45161,55.18,double,DNA,False
OK490361,4360c378ac2d90f158326c7c3a2b754ccafa599eb3e975fc187c3628b7a8675d,19611,47.83,double,DNA,False
MT366942,6520b15fb4421853e3b95c2912d5e8766c77dafa6adb3130676605203d05343b,50476,46.80,double,DNA,False
LC667452,699739c61f5ccdccf36c3dcc32caf824c4c9349c4d0c5916dbb314e9cbc3af96,32867,61.29,double,DNA,False
LC645424,eaba3cd68e8a7ed5bee09deed390146b8585801cb6881be0edcbdca3b69d5dce,63021,50.18,double,DNA,False
LC645434,75e12a6448a30a7b1578727af9719832d5286cd416d8aa8d857383995b422257,50991,51.30,double,DNA,False
OK499972,b2553715a1a732b504c78d292a420a75c8bfbe55d27412c8bc6006ac435e328e,161151,34.29,double,DNA,False
OK499973,12cdfe9ce653be67c542ceb29d08ebb3530e515ee4cb2b30764d832b4e819fb9,49523,42.88,double,DNA,False
OK499984,3ec9550ee6f52eadbeccb18ccb545606d69940b6239f7cc44ce243887c3a387b,49713,42.87,double,DNA,False
OK499996,80744f951155eeeddf9fb469879fa63c922db997c0c5d3d98347084be0365236,162839,39.56,double,DNA,False
OL539455,f74be5022742e069ebe335f3bf6ccd834761c3ea13737e064656177d7641a9f2,42053,45.96,double,DNA,False
OK499971,86e61450ef49437c7f299f2d935053579ea8210efeb2d0e22b643f8e607d3fd8,47816,52.70,double,DNA,False
OL539467,335553da04f4fd3158a4009efab3221fb1083ca4d9c8d57596e785bffd97f4bc,48303,44.68,double,DNA,False
KC152958,e36bb43fc071763d8d41550df12ffe2817cbe19b517cf0a8aaa3f1cdbd4e0f36,6938,37.73,double,DNA,False
KC152959,ede94e27ada274ae858b2cc9b57dd0bbc1032aaaf7572131b76fe25e1a71b189,7180,37.79,double,DNA,False
MH319727,df29033f3a88539ff35135f929ed34c8b3a1cc78b5371b221985d272c2d051a5,7955,35.76,double,DNA,False
MH319730,b4a6af99ccea8e06b0fa597ab8722436b4a184a7c59a444ea655d287211f81bd,2233,39.23,double,DNA,False
HQ632860,20da9cd34491b29c2c3ab941ee0665704b71a2e60ac03d14c1f7b91655e997a3,40557,42.28,double,DNA,False
MH319751,518974819d8398d1c2e19a88a7d2fe00abb4fa1e6195e0bd1cdacbe2a090c0c3,24865,36.79,double,DNA,False
MH319722,ec4af26e650c7e3f4fa252bff6504b3211ad825cb70b68f9fc5b41451b436aec,15952,35.83,double,DNA,False
NC_020847,c52f778fe498f3af4afb89197102ce43a381ebdec38182be6579fa218f00549a,38327,37.16,double,DNA,True
MW423737,f4c767a5777c350372d73b33fb3baf92364b200cb034b401121df9fa5b5382c5,23061,46.25,double,DNA,False
BK013840,19331e2391d1ce633e6ee089c4284039b72996a523fb78f3acf8fc17b1d14e57,3902,52.69,single,RNA,False
BK013711,2a646a4924a64b20726627bb94fbb5c6a2ec6e2eaafc6aee08d2c37fbcc88b5f,3757,49.77,single,RNA,False
BK014185,41faa4e93d4dee733c5adedf662656fd3619e35fef65ca869c55f2e91d49125c,3871,52.21,single,RNA,False
BK013761,0fdfc5a1f6069225760eab08308aa3d46d44dc5f661014a203a687f81cf18de1,3765,53.36,single,RNA,False
BK014209,4ca915f2b52d938e4ad4fd1c5a62e08cf80e67b45ba7bd856a6156f479fbd25d,3933,51.26,single,RNA,False
BK014149,16b64c7cc04b7d9b2eece5829c50949f6c68986b8431a7bdd831495cdf0f0d04,4420,51.90,single,RNA,False
BK013773,c9959185f53593cf5f84f734edcb9982c4fc99561d537a99b793f191c9a479c7,4311,51.96,single,RNA,False
BK014186,54bb89de0aa6dc59b22bf6ee6d98f500c8382434c0f6e7a50a1a4f40700cf277,3827,54.79,single,RNA,False
BK013696,aaa6bd37667a6ac3472ba09453820292c9ec975a44b14bd1d642dd40d47d6c7b,3540,50.51,single,RNA,False
BK014134,e5b176c3ce985d687a2f57337c826977cd9c7549f09c3c096482b20a3c857eea,4588,51.29,single,RNA,False
BK013377,5dde98f4bb862bc2abddafd0c90bfaeb1631d9743c10bab3cfe3998deb2b6b28,3655,54.45,single,RNA,False
BK014111,cab24dfaefaed242584c26f619506d74d26a86b572cfac348e85dd6d14dd70fa,3678,47.31,single,RNA,False
BK013879,9799f84e22a48645d6d00452371962d7222b6d5f316eb8bd120b6f86301c7235,3994,50.58,single,RNA,False
BK013939,9fd92294f5144cfca0068ef6aa2a7b9f8fdc6bc75525740b16962eaf908aa28a,3960,51.94,single,RNA,False
BK013950,7572bf2b01d4de911404114d707f17500f8341fed67e79322af93837fbdb9b59,4029,51.82,single,RNA,False
BK013963,46c74a7ad94d8bb968f04fffe78625d5e88c565453261da93ecb7c6d054df3b1,4015,49.07,single,RNA,False
BK014064,1c5e84c2a2d399d55d184a34c8f873b6e9ffe7da8262aa6991c06a07b61f3a72,3621,54.40,single,RNA,False
BK013712,2a40e5f0cc37b1e6b6089c90ed431213a92671b627c97c4d3bebd7ba40140ff6,3719,53.89,single,RNA,False
BK013691,e65591949b237f712d0feecc699791e54cf2fb1c9c2b0a8d19ddea059b4f2515,3692,43.77,single,RNA,False
BK013595,c40f504058728f5116cb57aa9ec53c29fddc0250f33be9de668d33c2711d57b3,3787,52.15,single,RNA,False
BK013733,d9cea5047276f4bbd74bb20c3f995b7528d112d9ccd60f8f2fb101238a929dc9,3740,52.17,single,RNA,False
BK013947,bb3c20c1dab7bfe28f692541a71e679f73ef6ff97a0fb797337fed55328df7aa,4286,48.90,single,RNA,False
BK013674,0c769a56b429f69aab39c2ce28264705362480e5b3d463cf6355038fafb05113,3542,46.58,single,RNA,False
BK014160,03495244e6a23ab1616ee2b583a2d076caf4ef4ec16332aa878bf38521832621,3813,51.61,single,RNA,False
BK014190,703d31d69deb73dbb413d7389eb6ed11886b0b69fadacfa34361f5e93a372631,3553,51.11,single,RNA,False
BK014172,f269f57d4066b1966643e25bceac2e79f77fe9a12d4ca0465ca4a50959a113fd,3487,52.25,single,RNA,False
BK014128,006a5402c1da2fa440a8cc9a275881cac89c68700796db84959a2fcdbd005d3e,3557,55.10,single,RNA,False
BK013913,64c59c25b6480e4e65921284fb8e8d7aed5e28fe3af6f998f71a961cbd462f28,4451,49.88,single,RNA,False
BK013777,c196cd68d188c31a548b73f62e470dd9af1ece876ef031f86457490945bf9a4a,3865,43.70,single,RNA,False
BK013579,de1444b0171b2c46882022e72b24de88d2718e26f346894c62222287309e966f,3764,53.69,single,RNA,False
BK013380,a371d53e86d577c054eb742ae4c079bcebd74ddf2e0e735d4da598c3c2018fe5,3968,42.94,single,RNA,False
BK013586,ddb4a6fb85dca4ad9b93b7760f9653f51fed749eaa1a370df2500373d418179c,4202,42.69,single,RNA,False
BK013850,0b1b36abf4e045338cdb4019f5f6b94f7b29ad25853b47de85b6b41de0028665,3775,50.65,single,RNA,False
BK013984,18239de8609ae7e1d41ec76b68f3421b8c4a63b711b81a26f80b1247bf465382,3969,48.20,single,RNA,False
BK014210,981b5e0d3df28a7c5da92f1e61bfeb5680b4531eb063eb342b3b1a3269fee05e,3831,49.26,single,RNA,False
BK014102,a7404715883eae65601c00e001a9d9cc450cf404e8305ab78d7837e79a508d82,3697,55.96,single,RNA,False
BK013774,8162e9a5f5592f733ddda22de1f89a894bef2c66ad4bc37f723364523d8636ae,3631,54.37,single,RNA,False
BK013979,e9d1613d34ff10b718c32f43df720d98cfbc23f116f8c580941629d82faec160,3741,49.80,single,RNA,False
BK014091,b175f9b01be9f6a68f775bd88617b970ba2ac839de088656165d73ac862da65f,5123,50.22,single,RNA,False
BK014029,f362b13a7e8ec0dfe882270b189fc252c099672df33e25b4d9d1abe88a66eccf,3831,56.62,single,RNA,False
BK013813,42a320eb6b428f1eefcba8da97779223e32ebdd7c93e981c2a551699ab5fee37,4382,53.63,single,RNA,False
BK013927,dfd330edb07a7f876f7fb575e584294757b90f1d2239c683e847676133b774c4,4108,49.49,single,RNA,False
